no,id,title,Category,title_seg,title_clean
LZL30899,121167000000.0,像我主贴所说，去除孩子食物中奶蛋面，控制尽量少给他吃糖，蔗糖（白糖）绝对禁止。水果和蜂蜜控制少量。主食吃米小米或者土豆，非转基因玉米。副食各种蔬菜和肉。母乳和牛奶一样有酪蛋白也要禁止，任何奶制品都禁止。越早实施孩子转变越快。18个月完全可以改了,3,像 我 主贴 所说 ， 去除 孩子 食物 中奶 蛋面 ， 控制 尽量少 给 他 吃糖 ， 蔗糖 （ 白糖 ） 绝对 禁止 。 水果 和 蜂蜜 控制 少量 。 主食 吃 米 小米 或者 土豆 ， 非 转基因 玉米 。 副食 各种 蔬菜 和 肉 。 母乳 和 牛奶 一样 有 酪蛋白 也 要 禁止 ， 任何 奶制品 都 禁止 。 越 早 实施 孩子 转变 越 快 。 18 个 月 完全 可以 改了,主贴 所说 去除 孩子 食物 中奶 蛋面 控制 尽量少 吃糖 蔗糖 白糖 禁止 水果 蜂蜜 控制 少量 主食 吃 米 小米 土豆 非 转基因 玉米 副食 蔬菜 肉 母乳 牛奶 酪蛋白 禁止 奶制品 禁止 越 早 实施 孩子 越 月 改了
LZL30921,121168000000.0,可是他还是有短板啊，现在喜欢数字，也代表不了什么，我觉得这么大的孩子应该和同龄孩子们打成一片，玩得热热闹闹的才正常。可是我家的，怎么也引导不进去。天天带他出去玩，也没有进展。,0,可是 他 还是 有 短板 啊 ， 现在 喜欢 数字 ， 也 代表 不了 什么 ， 我 觉得 这么 大 的 孩子 应该 和 同龄 孩子 们 打成一片 ， 玩得 热热闹闹 的 才 正常 。 可是 我家 的 ， 怎么 也 引导 不 进去 。 天天 带 他 出去玩 ， 也 没有 进展 。,短板 喜欢 数字 代表 孩子 同龄 孩子 打成一片 玩得 热热闹闹 我家 引导 天天 出去玩 进展
LZL30992,121174000000.0,哦，不好意思，可能我讲话比较简短，我的意思其实也只是希望更多人了解这个分支，我没有否定行为干预，只是在目前医疗水平下，那是最后的办法。既然有发现一种病因，就要足够重视和宣传，我并没有其他意思。,0,哦 ， 不好意思 ， 可能 我 讲话 比较 简短 ， 我 的 意思 其实 也 只是 希望 更多人 了解 这个 分支 ， 我 没有 否定 行为 干预 ， 只是 在 目前 医疗 水平 下 ， 那 是 最后 的 办法 。 既然 有 发现 一种 病因 ， 就要 足够 重视 和 宣传 ， 我 并 没有 其他 意思 。,不好意思 讲话 简短 希望 更多人 分支 否定 干预 医疗 水平 办法 发现 一种 病因 足够 重视 宣传
LZL31043,121186000000.0,这个我都清楚，终生无法治愈。 我条件还算比较优厚吧。所以想在北京找个比较好的康复机构,0,这个 我 都 清楚 ， 终生 无法 治愈 。   我 条件 还 算 比较 优厚 吧 。 所以 想 在 北京 找个 比较 好 的 康复 机构,终生 治愈 条件 算 优厚 想 北京 找个 康复 机构
LZL31061,121190000000.0,刘氏视听动了解一下,1,刘氏 视听 动 了解 一下,刘氏 视听 动
LZL31139,121204000000.0,17个月本来就看不懂，在他的眼里只有色彩的区分，我25个月都全面禁止电视的干扰,3,17 个 月 本来 就 看不懂 ， 在 他 的 眼里 只有 色彩 的 区分 ， 我 25 个 月 都 全面禁止 电视 的 干扰,月 本来 看不懂 眼里 色彩 区分 月 全面禁止 电视 干扰
LZL31206,121214000000.0,希望楼主多讲方法。,0,希望 楼主 多 讲 方法 。,希望 楼主 讲 方法
LZL31213,121218000000.0,方便加微交流下吗？我家宝宝跟你家一样大，也有点这个倾向,0,方便 加微 交流 下 吗 ？ 我家 宝宝 跟 你家 一样 大 ， 也 有点 这个 倾向,加微 交流 我家 宝宝 你家 倾向
LZL31218,121219000000.0,第二个视频问他玩具是谁买的？他说：是爸爸买给你的…！你我不分…,0,第二个 视频 问 他 玩具 是 谁 买 的 ？ 他 说 ： 是 爸爸 买 给 你 的 … ！ 你 我 不分 …,第二个 视频 问 玩具 买 说 爸爸 买 不分
LZL31220,121220000000.0,刻板行为，喜欢轮子，喜欢丢东西，喜欢走线，火星语非常严重。马上一岁九个月了都。,0,刻板 行为 ， 喜欢 轮子 ， 喜欢 丢 东西 ， 喜欢 走线 ， 火星 语 非常 严重 。 马上 一岁 九个 月 了 都 。,刻板 喜欢 轮子 喜欢 丢 东西 喜欢 走线 火星 语 一岁 九个 月
LZL31298,121231000000.0,越聪明越难纠正他们的性格。这些孩子很容易观察思考，就是说很难被外物弄迷失。这些人是人类未来的希望，中国已经糟蹋了两千年了。继续糟蹋中国文明将会在人类文明史上彻底消失。,3,越 聪明 越难 纠正 他们 的 性格 。 这些 孩子 很 容易 观察 思考 ， 就是说 很难 被 外物 弄 迷失 。 这些 人 是 人类 未来 的 希望 ， 中国 已经 糟蹋 了 两千年 了 。 继续 糟蹋 中国 文明 将会 在 人类 文明史 上 彻底 消失 。,越 聪明 越难 纠正 性格 孩子 观察 思考 很难 外物 弄 迷失 人类 未来 希望 中国 糟蹋 两千年 糟蹋 中国 文明 将会 人类 文明史 消失
LZL31305,121231000000.0,别被我说的话弄迷失了，自己去判断才行。,0,别 被 我 说 的话 弄 迷失 了 ， 自己 去 判断 才行 。,说 弄 迷失 判断 才行
LZL31354,121245000000.0,我说的不是我的孩子，是一个家长的孩子，去机构吧。他们2岁后出的语言。但是后来还是发现孩子坐不住，多动。就继续干预了。能交流但是多动，相信大一些就会好很多吧。,0,我 说 的 不是 我 的 孩子 ， 是 一个 家长 的 孩子 ， 去 机构 吧 。 他们 2 岁 后 出 的 语言 。 但是 后来 还是 发现 孩子 坐不住 ， 多动 。 就 继续 干预 了 。 能 交流 但是 多动 ， 相信 大 一些 就 会 好 很多 吧 。,说 孩子 家长 孩子 机构 岁 语言 发现 孩子 坐不住 多动 干预 交流 多动
LZL31458,121275000000.0,去看北京协和尤欣，或者北京中日友好医院许鹏飞，或者湖南省妇幼保健院王益超，或者河北什么医院的王娟，你百度下,0,去 看 北京 协和 尤欣 ， 或者 北京 中日友好医院 许 鹏飞 ， 或者 湖南省 妇幼保健 院王益 超 ， 或者 河北 什么 医院 的 王娟 ， 你 百度 下,北京 协和 尤欣 北京 中日友好医院 许 鹏飞 湖南省 妇幼保健 院王益 超 河北 医院 王娟 百度
LZL31468,121277000000.0,当时对视也不怎么好吧，没有太留心，都是一周半左右才开始意识到有问题的,0,当时 对视 也 不怎么 好 吧 ， 没有 太 留心 ， 都 是 一周 半左右 才 开始 意识 到 有 问题 的,对视 太 留心 一周 半左右 意识
LZL31491,121284000000.0,楼主说的这个就是工具手？,0,楼主 说 的 这个 就是 工具 手 ？,楼主 说 工具 手
LZL31544,121293000000.0,那時語言都是單詞，拿一本書，會主動說，小鳥、熊貓、卡車????日常用語很少。叫名字基本沒反應，跟人無眼神對視。到處跑，有自己的目的地，不作聲，不受控制。集中力差，不感興趣的玩幾分鐘就跑掉。只自己一個人玩，別人找他玩，完全不會互動。,0,那時 語言 都 是 單詞 ， 拿 一本 書 ， 會主動 說 ， 小鳥 、 熊貓 、 卡車 ? ? ? ? 日常 用語 很少 。 叫 名字 基本 沒反應 ， 跟 人 無 眼神 對視 。 到 處 跑 ， 有 自己 的 目的地 ， 不作聲 ， 不 受 控制 。 集中力 差 ， 不感 興趣 的 玩 幾分鐘 就 跑掉 。 只 自己 一個 人 玩 ， 別人 找 他 玩 ， 完全 不會 互動 。,语言 单词 一本 书 会主动 说 小鸟 熊猫 卡车 日常 用语 名字 没反应 眼神 对视 处 跑 目的地 不作声 受 控制 集中力 差 不感 兴趣 玩 几分钟 跑掉 玩 找 玩 互动
LZL31615,121301000000.0,退化型是不是更可怕呢？,0,退化 型 是不是 更 可怕 呢 ？,退化 型 可怕
LZL31623,121302000000.0,营养过剩会出现一些反应，中国自古就有虚不受补的说法。孩子在这个年龄很少会出现营养缺失的情况。更何况成人的营养品对孩子而言不一定是合适的。建议检查一下身体，以及检查一下是不是退化型孤独症。在检查之前要多跟孩子沟通交流。,0,营养过剩 会 出现 一些 反应 ， 中国 自古 就 有 虚 不 受 补 的 说法 。 孩子 在 这个 年龄 很少 会 出现 营养 缺失 的 情况 。 更何况 成人 的 营养品 对 孩子 而言 不 一定 是 合适 的 。 建议 检查一下 身体 ， 以及 检查一下 是不是 退化 型 孤独症 。 在 检查 之前 要 多 跟 孩子 沟通交流 。,营养过剩 中国 自古 虚 受 补 说法 孩子 年龄 营养 缺失 情况 更何况 成人 营养品 孩子 合适 建议 检查一下 身体 检查一下 退化 型 孤独症 检查 孩子 沟通交流
LZL31637,121303000000.0,他的脾气其实是不小的，有次在卧室玩小火车，小火车老是接不起来，他眼睛看着我要我帮忙。我那天心情不好，帮他接好后说了句～太笨了。他听了以后一边哭一边对我大喊大叫，用手指着门外，要我出去不想见我。,0,他 的 脾气 其实 是 不小 的 ， 有次 在 卧室 玩小 火车 ， 小 火车 老是 接 不 起来 ， 他 眼睛 看着 我要 我 帮忙 。 我 那天 心情 不好 ， 帮 他 接好 后 说 了 句 ～ 太笨 了 。 他 听 了 以后 一边 哭 一边 对 我 大喊大叫 ， 用 手指 着 门外 ， 要 我 出去 不想 见 我 。,脾气 不小 有次 卧室 玩小 火车 火车 接 眼睛 看着 我要 帮忙 那天 心情 不好 帮 接好 说 句 太笨 听 哭 大喊大叫 手指 门外 不想
LZL31654,121305000000.0,太感谢了,0,太 感谢 了,太 感谢
LZL31662,121307000000.0,唉，一般吧，最近觉得眼神差了，连我都不怎么看，应名10次回头5次，现在一直爸爸爸爸叫，有火星文，我打算送去机构了,0,唉 ， 一般 吧 ， 最近 觉得 眼神 差 了 ， 连 我 都 不怎么 看 ， 应名 10 次 回头 5 次 ， 现在 一直 爸爸 爸爸 叫 ， 有 火星 文 ， 我 打算 送 去 机构 了,眼神 差 应名 次 回头 次 爸爸 爸爸 火星 文 打算 送 机构
LZL31664,121307000000.0,至少是发育迟缓。自闭还谈不上因为孩子还太小。不过建议您把他的奶先断了看看效果,3,至少 是 发育 迟缓 。 自闭 还 谈不上 因为 孩子 还 太小 。 不过 建议您 把 他 的 奶先断 了 看看 效果,至少 发育 迟缓 自闭 谈不上 孩子 太小 建议您 奶先断 效果
LZL31730,121314000000.0,你家孩子现在多大？什么状况？我当时也是非常痛苦。。但是你得相信自己的孩子,0,你家 孩子 现在 多大 ？ 什么 状况 ？ 我 当时 也 是 非常 痛苦 。 。 但是 你 得 相信 自己 的 孩子,你家 孩子 多大 状况 痛苦 孩子
LZL31751,121316000000.0,我们家最近别人喊他，他不答应，只是微笑,0,我们 家 最近 别人 喊 他 ， 他 不 答应 ， 只是 微笑,家 喊 答应 微笑
LZL31752,121316000000.0,自闭症儿童的状况有许多许多。但是你的孩子叫他不应。没有眼神交流。这个就是自闭症最普遍的现象了。赶紧找专业的老师我孩子平时很调皮，喜欢唱歌还有数数。也会说一些简单的话。没有情绪问题，没有刻板行为。但是确实是自闭症,0,自闭症 儿童 的 状况 有 许多许多 。 但是 你 的 孩子 叫 他 不应 。 没有 眼神 交流 。 这个 就是 自闭症 最 普遍 的 现象 了 。 赶紧 找 专业 的 老师 我 孩子 平时 很 调皮 ， 喜欢 唱歌 还有 数数 。 也 会 说 一些 简单 的话 。 没有 情绪 问题 ， 没有 刻板 行为 。 但是 确实 是 自闭症,自闭症 儿童 状况 许多许多 孩子 不应 眼神 交流 自闭症 现象 赶紧 找 专业 老师 孩子 平时 调皮 喜欢 唱歌 数数 说 简单 情绪 刻板 确实 自闭症
LZL31758,121316000000.0,你在哪个省儿童医院呀,0,你 在 哪个 省 儿童医院 呀,省 儿童医院
LZL31851,121330000000.0,不戴帽子,0,不 戴帽子,戴帽子
LZL31896,121337000000.0,现在纠结就是要不要背井离乡，我到无所谓，孩子现在喜欢找同龄人玩，怕去了外地又没了玩伴，感觉他又特孤单了，可是交流不行啊，每天都跟他们一起疯一起闹，跑个腿拿个东西，,0,现在 纠结 就是 要 不要 背井离乡 ， 我 到 无所谓 ， 孩子 现在 喜欢 找 同龄人 玩 ， 怕 去 了 外地 又 没 了 玩伴 ， 感觉 他 又 特 孤单 了 ， 可是 交流 不行 啊 ， 每天 都 跟 他们 一起 疯 一起 闹 ， 跑 个 腿 拿 个 东西 ，,纠结 背井离乡 无所谓 孩子 喜欢 找 同龄人 玩 外地 玩伴 感觉 特 孤单 交流 不行 疯 闹 跑 腿 东西
LZL31910,121339000000.0,哈哈，慢慢的来，心急吃不了热豆腐,0,哈哈 ， 慢慢 的 来 ， 心急 吃 不了 热豆腐,慢慢 心急 吃 热豆腐
LZL31968,121345000000.0,我们会说一点点，也有火星语，就是指令不怎么听。老师说发育有早晚，不要太过担心，反正干预是王道。我听一些妈妈说他们有的到2岁多一下子教什么会什么，话也一下子会好多，但是我不敢赌也不敢等，还是赶紧找特教了。,0,我们 会 说 一点点 ， 也 有 火星 语 ， 就是 指令 不怎么 听 。 老师 说 发育 有 早晚 ， 不要 太过 担心 ， 反正 干预 是 王道 。 我 听 一些 妈妈 说 他们 有 的 到 2 岁 多 一下子 教 什么 会 什么 ， 话 也 一下子 会 好多 ， 但是 我 不敢 赌 也 不敢 等 ， 还是 赶紧 找 特教 了 。,说 一点点 火星 语 指令 听 老师 说 发育 早晚 太过 担心 反正 干预 王道 听 妈妈 说 岁 一下子 教 话 一下子 好多 赌 赶紧 找 特教
LZL32004,121348000000.0,自闭症的家庭已经够苦，接受这种建议只能耽误时间**自己。 误导一个人就是害一个人，无论是否骗钱，害人就是害人，对自闭症小孩和父母来说，多走一年弯路，完全不一样。,0,自闭症 的 家庭 已经 够 苦 ， 接受 这种 建议 只能 耽误时间 * * 自己 。   误导 一个 人 就是 害 一个 人 ， 无论 是否 骗钱 ， 害人 就是 害人 ， 对 自闭症 小孩 和 父母 来说 ， 多 走 一年 弯路 ， 完全 不 一样 。,自闭症 家庭 够 苦 接受 建议 只能 耽误时间 误导 害 骗钱 害人 害人 自闭症 小孩 父母 走 一年 弯路
LZL32006,121349000000.0,什么书可以推荐一下吗,0,什么 书 可以 推荐 一下 吗,书 推荐
LZL32008,121349000000.0,等到写完之后，为了让新手父母第一时间看完，这层楼会删除，请谅解~,0,等到 写 完 之后 ， 为了 让 新手 父母 第一 时间 看 完 ， 这 层楼 会 删除 ， 请谅解 ~,写 完 新手 父母 第一 时间 完 层楼 删除 请谅解
LZL32011,121349000000.0,你的应该是轻度的。我的小孩比你的小几个月,0,你 的 应该 是 轻度 的 。 我 的 小孩 比 你 的 小 几个 月,轻度 小孩 几个 月
LZL32024,121350000000.0,我家还好，喜欢和孩子玩，一般教会那些，我会让别的小朋友去帮忙泛化，才开始让他说慢点，懂了，然后再慢慢快点，然后都平常语数,0,我家 还好 ， 喜欢 和 孩子 玩 ， 一般 教会 那些 ， 我会 让 别的 小朋友 去 帮忙 泛化 ， 才 开始 让 他 说 慢点 ， 懂 了 ， 然后 再 慢慢 快点 ， 然后 都 平常 语数,我家 还好 喜欢 孩子 玩 教会 我会 小朋友 帮忙 泛化 说 慢点 懂 慢慢 快点 平常 语数
LZL32053,121352000000.0,现在孩子在早教，老师反应老师上课的时候，孩子不一定眼睛盯着看，但教的他都会做。但是模仿方面有一个问题，就是教的动作不一定能即是模仿，第二天老师再做的时候他却能做出来。老师您认为这种不能即时模仿，但可以延迟模仿的情况，是什么问题呢？有办法纠正吗？,0,现在 孩子 在 早教 ， 老师 反应 老师上课 的 时候 ， 孩子 不 一定 眼睛 盯 着 看 ， 但教 的 他 都 会 做 。 但是 模仿 方面 有 一个 问题 ， 就是 教 的 动作 不 一定 能 即 是 模仿 ， 第二天 老师 再 做 的 时候 他 却 能 做 出来 。 老师 您 认为 这种 不能 即时 模仿 ， 但 可以 延迟 模仿 的 情况 ， 是 什么 问题 呢 ？ 有 办法 纠正 吗 ？,孩子 早教 老师 老师上课 孩子 眼睛 盯 但教 做 模仿 教 动作 模仿 第二天 老师 做 做 老师 即时 模仿 延迟 模仿 情况 办法 纠正
LZL32068,121352000000.0,谢谢，我去附二去看下,0,谢谢 ， 我 去 附二 去 看 下,谢谢 附二
LZL32075,121352000000.0,不会……不能理解我们说的如何教,0,不会 … … 不能 理解 我们 说 的 如何 教,理解 说 教
LZL32086,121354000000.0,假不假的 起码可以给人慰藉 我也很推荐家长能有这方面的阅读,0,假不假 的   起码 可以 给 人 慰藉   我 也 很 推荐 家长 能 有 这方面 的 阅读,假不假 起码 慰藉 推荐 家长 这方面 阅读
LZL32097,121355000000.0,我也是济宁的！你家宝宝当时多大，什么症状！现在完全正常了,0,我 也 是 济宁 的 ！ 你家 宝宝 当时 多大 ， 什么 症状 ！ 现在 完全 正常 了,济宁 你家 宝宝 多大 症状
LZL32103,121356000000.0,你说的这几点，感觉我儿子都还不差，老师也说孩子各方面都还可以。他不太会说，但是心里明白。他需要多训练才能把他想说的讲出来。卡片上的东西讲二次，让他分辨。一般不会错,0,你 说 的 这 几点 ， 感觉 我 儿子 都 还 不差 ， 老师 也 说 孩子 各 方面 都 还 可以 。 他 不太会 说 ， 但是 心里 明白 。 他 需要 多 训练 才能 把 他 想 说 的 讲 出来 。 卡片 上 的 东西 讲 二次 ， 让 他 分辨 。 一般 不会错,说 几点 感觉 儿子 不差 老师 说 孩子 不太会 说 明白 训练 想 说 讲 卡片 东西 讲 二次 分辨 不会错
LZL32116,121359000000.0,贪图省事了呗，自己种下的果迟早是要还的,0,贪图 省事 了 呗 ， 自己 种下 的 果 迟早 是 要 还 的,贪图 省事 种下 果
LZL32162,121362000000.0,小时候7个月早产，3岁去查的。遇到的。,0,小时候 7 个 月 早产 ， 3 岁 去 查 的 。 遇到 的 。,小时候 月 早产 岁 查
LZL32163,121362000000.0,三岁4个月了，发现的晚，三岁才发现的，语言理解和表达能力狠差，其他还好，在家也是一个开心果，也会逗大人开心,0,三岁 4 个 月 了 ， 发现 的 晚 ， 三岁 才 发现 的 ， 语言 理解 和 表达能力 狠差 ， 其他 还好 ， 在家 也 是 一个 开心果 ， 也 会 逗 大人 开心,三岁 月 发现 晚 三岁 发现 语言 理解 表达能力 狠差 还好 在家 开心果 逗 大人 开心
LZL32187,121363000000.0,晚点我传百度云盘发链接。,2,晚点 我传 百度 云盘 发 链接 。,晚点 我传 百度 云盘 发 链接
LZL32269,121368000000.0,记住了、,0,记住 了 、,记住
LZL32488,121384000000.0,不是自闭症。往别的方面查一查吧。,0,不是 自闭症 。 往 别的 方面 查一查 吧 。,自闭症 查一查
LZL32493,121384000000.0,谢谢你回复我 你从哪些表现 排除我小孩自闭症的呢？,0,谢谢 你 回复 我   你 从 哪些 表现   排除 我 小孩 自闭症 的 呢 ？,谢谢 回复 表现 排除 小孩 自闭症
LZL32509,121389000000.0,为何说“确实是自闭症”？这个帽子不要乱戴的，搞不好一辈子的事。如果确诊，还是尽早去医院等机构，尽早干预治疗,0,为何 说 “ 确实 是 自闭症 ” ？ 这个 帽子 不要 乱 戴 的 ， 搞不好 一辈子 的 事 。 如果 确诊 ， 还是 尽早 去 医院 等 机构 ， 尽早 干预 治疗,说 确实 自闭症 帽子 乱 戴 搞不好 一辈子 事 确诊 医院 机构 干预 治疗
LZL32530,121390000000.0,说得太对了，我仔细回想了下，他两岁前喜欢吃玉米制品，大便正常，基本没有发现自闭症状，对视，语言，跟大人的互动都很好，眼看能说整句话了，突然就好像傻了一样，什么都不会了，我开始还以为是因为他会说了，就不愿意说了,0,说 得 太 对 了 ， 我 仔细 回想 了 下 ， 他 两岁 前 喜欢 吃 玉米 制品 ， 大便 正常 ， 基本 没有 发现 自闭症 状 ， 对视 ， 语言 ， 跟 大人 的 互动 都 很 好 ， 眼看 能 说 整句话 了 ， 突然 就 好像 傻 了 一样 ， 什么 都 不会 了 ， 我 开始 还 以为 是因为 他会 说 了 ， 就 不 愿意 说 了,说 太 仔细 回想 两岁 前 喜欢 吃 玉米 制品 大便 发现 自闭症 状 对视 语言 大人 互动 眼看 说 整句话 好像 傻 是因为 他会 说 说
LZL32536,121391000000.0,我这么无知的妈妈真是不称职！深深的自责中，因为我之前知道孩子小麦不耐受，孩子小时候有哮喘的毛病，检测过慢性过敏原，显示小麦+2西红柿+1，孩子哮喘好了以后，我试着给孩子吃面食和西红柿，孩子哮喘也没发作，我就傻的以为没事了，可谁想到，虽然哮喘没事，可是对大脑有损伤啊！！,0,我 这么 无知 的 妈妈 真是 不称职 ！ 深深 的 自责 中 ， 因为 我 之前 知道 孩子 小麦 不 耐受 ， 孩子 小时候 有 哮喘 的 毛病 ， 检测 过 慢性 过敏原 ， 显示 小麦 + 2 西红柿 + 1 ， 孩子 哮喘 好 了 以后 ， 我试 着 给 孩子 吃 面食 和 西红柿 ， 孩子 哮喘 也 没 发作 ， 我 就 傻 的 以为 没事 了 ， 可 谁 想到 ， 虽然 哮喘 没事 ， 可是 对 大脑 有 损伤 啊 ！ ！,无知 妈妈 不称职 深深 自责 中 孩子 小麦 耐受 孩子 小时候 哮喘 毛病 检测 慢性 过敏原 显示 小麦 西红柿 孩子 哮喘 我试 孩子 吃 面食 西红柿 孩子 哮喘 发作 傻 没事 想到 哮喘 没事 大脑 损伤
LZL32549,121393000000.0,哈哈，打字慢，然后骗你加微  信，唉,0,哈哈 ， 打字 慢 ， 然后 骗 你 加微     信 ， 唉,打字 慢 骗 加微 信
LZL32584,121400000000.0,你说的对!时间会证明一切，我大儿子快十七了，三岁多被诊断轻度自闭，智商正常，语言交流基本正常，但是社交有硬伤   就这样上学也很不容易，坐不住精力不集中，目前住校，基本没有朋友，始终和别的孩子有区别，学业坚持的很艰辛，并且两年前又强迫症，人格障碍。。,0,你 说 的 对 ! 时间 会 证明 一切 ， 我 大儿子 快 十七 了 ， 三岁 多 被 诊断 轻度 自闭 ， 智商 正常 ， 语言 交流 基本 正常 ， 但是 社交 有 硬伤       就 这样 上学 也 很 不 容易 ， 坐不住 精力 不 集中 ， 目前 住校 ， 基本 没有 朋友 ， 始终 和 别的 孩子 有 区别 ， 学业 坚持 的 很 艰辛 ， 并且 两年 前 又 强迫症 ， 人格障碍 。 。,说 时间 证明 大儿子 十七 三岁 诊断 轻度 自闭 智商 语言 交流 社交 硬伤 上学 坐不住 精力 住校 朋友 始终 孩子 区别 学业 艰辛 两年 前 强迫症 人格障碍
LZL32637,121406000000.0,是的，要不然谁有大把时间来这里天天啰嗦,0,是 的 ， 要不然 谁 有 大 把 时间 来 这里 天天 啰嗦,时间 天天 啰嗦
LZL32701,121420000000.0,去检查基因染色体了吗,0,去 检查 基因 染色体 了 吗,检查 基因 染色体
LZL32729,121421000000.0,你家是辽宁哪里的,0,你家 是 辽宁 哪里 的,你家 辽宁
LZL32764,121425000000.0,看到大人也会说你好，拜拜什么的,0,看到 大人 也 会 说 你好 ， 拜拜 什么 的,大人 说 你好 拜拜
LZL32771,121425000000.0,目前上午是机构.幼儿园9月份才上.肯定也是下午上。机构上午五节课.节奏比较紧.一上午基本没啥休息时间。有孤独症训练仪（就是教认知的平板电脑.里面的内容和宝宝巴士差不多）.听统.个训.音乐课.感统课。幼儿园暂时还没上.之前下午一直在上早教。,0,目前 上午 是 机构 . 幼儿园 9 月份 才 上 . 肯定 也 是 下午 上 。 机构 上午 五节课 . 节奏 比较 紧 . 一上午 基本 没 啥 休息时间 。 有 孤独症 训练 仪 （ 就是 教 认知 的 平板 电脑 . 里面 的 内容 和 宝宝 巴士 差不多 ） . 听统 . 个训 . 音乐课 . 感统 课 。 幼儿园 暂时 还 没上 . 之前 下午 一直 在 上 早教 。,上午 机构 幼儿园 月份 肯定 下午 机构 上午 五节课 节奏 紧 一上午 休息时间 孤独症 训练 仪 教 认知 平板 电脑 内容 宝宝 巴士 听统 个训 音乐课 感统 课 幼儿园 暂时 没上 下午 早教
LZL32786,121426000000.0,提醒宝妈一下，这么大的小孩千万别骗。我儿子2岁多的时候有次发烧，我把几种药兑在奶里，跟他说是奶，骗他喝，结果他喝了很苦，还是哭着喝了，但是从那之后，我再喂他喝奶或者吃东西，他就直接拒绝，不再相信我。从那之后，胃口变的不好，很挑食，任何食物没吃过的都拒绝尝试。,0,提醒 宝妈 一下 ， 这么 大 的 小孩 千万别 骗 。 我 儿子 2 岁 多 的 时候 有次 发烧 ， 我 把 几种 药兑 在 奶里 ， 跟 他 说 是 奶 ， 骗 他 喝 ， 结果 他 喝 了 很 苦 ， 还是 哭 着 喝 了 ， 但是 从那之后 ， 我 再 喂 他 喝奶 或者 吃 东西 ， 他 就 直接 拒绝 ， 不再 相信 我 。 从那之后 ， 胃口 变 的 不好 ， 很 挑食 ， 任何 食物 没吃过 的 都 拒绝 尝试 。,提醒 宝妈 小孩 千万别 骗 儿子 岁 有次 发烧 几种 药兑 奶里 说 奶 骗 喝 喝 苦 哭 喝 从那之后 喝奶 吃 东西 拒绝 从那之后 胃口 变 不好 挑食 食物 没吃过 拒绝 尝试
LZL32820,121429000000.0,你的意思是学佛用来自我安慰？那么你说学佛是学哪些内容？大乘小乘？学哪部佛经？,3,你 的 意思 是 学佛 用来 自我安慰 ？ 那么 你 说 学佛 是 学 哪些 内容 ？ 大乘 小乘 ？ 学 哪部 佛经 ？,学佛 自我安慰 说 学佛 学 内容 大乘 小乘 学 哪部 佛经
LZL32835,121430000000.0,他这个帖子这么多人怼，怕是骗不到人了。然后他就骂我了，哈。,0,他 这个 帖子 这么 多人 怼 ， 怕 是 骗 不到 人 了 。 然后 他 就 骂 我 了 ， 哈 。,帖子 多人 怼 骗 不到 骂
LZL32882,121433000000.0,我小孩跟你差不多，现在2岁8个月，也是2岁6个月才慢慢出语言,0,我 小孩 跟 你 差不多 ， 现在 2 岁 8 个 月 ， 也 是 2 岁 6 个 月 才 慢慢 出 语言,小孩 岁 月 岁 月 慢慢 语言
LZL32893,121433000000.0,你是如何教宝宝认知的呢？,0,你 是 如何 教 宝宝 认知 的 呢 ？,教 宝宝 认知
LZL32972,121442000000.0,我看过，是尹建莉书上的内容，我怀疑他是自闭症的时候第一时间就看了她的书，也希望我孩子不是，只是我忽视了他电视看多了导致的。反正无论怎样我要努力陪他。,0,我 看过 ， 是 尹建莉 书上 的 内容 ， 我 怀疑 他 是 自闭症 的 时候 第一 时间 就 看 了 她 的 书 ， 也 希望 我 孩子 不是 ， 只是 我 忽视 了 他 电视 看多 了 导致 的 。 反正 无论怎样 我要 努力 陪 他 。,看过 尹建莉 书上 内容 怀疑 自闭症 第一 时间 书 希望 孩子 忽视 电视 看多 导致 反正 无论怎样 我要 努力 陪
LZL32974,121442000000.0,我觉得你更加需要担心的是自己带孩子的方法是否正确，只要孩子看起来健康行为举止正常有喜怒哀乐都要对自己的孩子有自信,0,我 觉得 你 更加 需要 担心 的 是 自己 带 孩子 的 方法 是否 正确 ， 只要 孩子 看起来 健康 行为 举止 正常 有 喜怒哀乐 都 要 对 自己 的 孩子 有 自信,担心 孩子 方法 正确 孩子 健康 举止 喜怒哀乐 孩子 自信
LZL33005,121445000000.0,不要太大压力。自闭症是真实存在的，但是你的小孩未必是自闭症。另外你别有主观的凭空的去想小孩是不是，应该去学学自闭症方面的理论或者表现，然后再来对比自己的小孩。当然，你已经带去比较好的医院了，那就让专家教授看看 。不管是不是自闭症，日子还得过，面对现实，该怎么办就怎么办。,0,不要 太 大 压力 。 自闭症 是 真实 存在 的 ， 但是 你 的 小孩 未必 是 自闭症 。 另外 你别 有 主观 的 凭空 的 去 想 小孩 是不是 ， 应该 去 学学 自闭症 方面 的 理论 或者 表现 ， 然后 再 来 对比 自己 的 小孩 。 当然 ， 你 已经 带 去 比较 好 的 医院 了 ， 那 就让 专家教授 看看   。 不管 是不是 自闭症 ， 日子 还 得 过 ， 面对现实 ， 该 怎么办 就 怎么办 。,太 压力 自闭症 真实 小孩 未必 自闭症 你别 主观 凭空 想 小孩 学学 自闭症 理论 表现 小孩 医院 就让 专家教授 自闭症 日子 面对现实
