no,id,title,Category
LZL47004,1.22767E+11,可以让孩子多吃些白薯，喝些酸奶，利于通便,0
LZL47030,1.2277E+11,会说话了吗,0
LZL47049,1.22771E+11,我现在淡化，还来得及吗,0
LZL47076,1.22776E+11,830637767,4
LZL47082,1.22777E+11,我真的觉得没什么希望,0
LZL47108,1.22783E+11,牛奶过敏也是你说的那种情况吧,0
LZL47144,1.22788E+11,就是不是说阿斯没有语言迟缓的问题吗 我想问您会不会有语言发育迟缓的阿斯,0
LZL47179,1.22793E+11,语言一直在进步，社交还没什么进展。,0
LZL47207,1.22796E+11,自闭孩子表达是有障碍的，如果吃了不耐受或者过敏的食物他们会不舒服，然后就会出现很多行为问题。禁食之后孩子不适症状消失，所以行为会有改善。这就是我说的禁食要有依据的原因。,3
LZL47226,1.228E+11,谢谢,0
LZL47252,1.22803E+11,是这样，我和capa中美精神分析协会的干预了几十年的moly聊过，国外aba是主流，原因众多，不多说。我是写给家长看的，再见,0
LZL47335,1.22815E+11,如果检查没有牛奶不耐受，还需要戒奶吗？,0
LZL47354,1.22819E+11,我们的也在幼儿园，看到他在幼儿园的状态好绝望，不哭就是坐不住也不和老师学，不说,0
LZL47410,1.22826E+11,是的，以前基本教他的都会说，认知都是好的，问他动物蔬菜这种都知道的，唐诗我说上句会接下句，现在退化到爸爸妈妈都不会叫了,0
LZL47479,1.22836E+11,就是特殊机构啊 特殊孩子去的。,0
LZL47522,1.22841E+11,基本对谁也不关注，刻板严重，执着于按钮，尤其是马桶的冲水开关。每次都是强行拉他出来的,0
LZL47525,1.22841E+11,语言可以稍微加强，将孩子发出的声音赋予意义，并且旁白，让孩子区别不同的声音。看动画片和开关灯本身是没有问题的，但要注意时间和情境，不要过量。不要一直看动画，并且根据情境才能开关灯。例如进到黑黑的房间可以开灯，离开房间并且房间里没人了才可以关灯等等。,0
LZL47564,1.22843E+11,恭喜，进步真大，希望以后继续更新。,0
LZL47583,1.22845E+11,你家分享指物什么时候出来的呢,0
LZL47604,1.22846E+11,发展总分只有20个月，比实际年龄小一岁多,0
LZL47626,1.22847E+11,某海带老师出来了，希望他能给我看看视频！,0
LZL47667,1.22851E+11,如果把书收起来，过段时间（10天吧），孩子就开始指别的了。又是一个循环,0
LZL47732,1.22855E+11,我在合肥，去南京高铁一个小时就可以到。就是不知道可好挂号,0
LZL47739,1.22855E+11,我家是男孩，我给他报了感统，音乐，还有认知，三种课！希望他能有一点进步，谢谢你，我都不知道疯跑是需要感统改善的！去早教，老师推荐了这几个！你说感统能改善，我现在就去淘宝买器材！谢谢你！,0
LZL47767,1.22858E+11,你就先拿着他的手，从动物和水果开始让他指一指，然后让他自己指，说话简短，强调一个字，指或者狗什么的。一次说十遍。很快，他就分清楚了，然后户外让他看真的狗，你在旁边不停说狗然后学狗叫，哈哈，一切吸引孩子注意的声音都用上，只要吸引他看你眼睛就是听进去了。,0
LZL47778,1.22859E+11,已经去过了，没有药吃的，只能慢慢引导干预。谢谢,0
LZL47787,1.22859E+11,我国受封建生育思想影响几千年，愿意排除万难尽可能多的生育，很正常。,0
LZL47839,1.22866E+11, 我追你的帖子一个月了，一个月前我也预约了徐秀的门诊。其实我不太在乎诊断，我很认同你说^“落后了就要干预”，我更多的是想通过这个途径寻求间接的专业支持。徐主任说我们是典型的自闭，但是好在其他功能等都很不错，让我们开始积极干预，她说会恢复的不错。,0
LZL47856,1.22867E+11,我儿子和你姑娘没差几天儿。大约比你姑娘小了一个多月。18个月确诊后开始介入的。现在除了社交语言和认知超出了同龄了，所以孩子能力好点儿越早干预希望越大。孩子有一个理性的父母很重要。加油，我们一起加油，我的短期目标是孩子上学不成问题，终极目标，希望他能自理和自立。,0
LZL47887,1.22869E+11,像他这么晚会说话的也确实比较罕见。在南京儿童医院检查医生认为没问题，推荐我们去南脑。去了南脑医生也认为没问题，怀疑孩子口腔和发音器官有问题，又让我们去儿童医院去检查。反正两边踢皮球都查不出来，不过两边都建议我去机构干预，而且特别提醒我到残联要全免费的补贴。,0
LZL47905,1.22869E+11,是我太肤浅了,0
LZL47952,1.22872E+11,接受他。这是一个由基因控制的活动。这种特点是他做为一个生命的不可分割的一部分。为生命增添了活力。如果想生二胎，可 以做一个致病基因鉴定基因解码。找到病因，看这种状况的基因是怎么来的。利用科技在第二个孩子身上规避。,3
LZL47956,1.22872E+11,回复 初秋de夏 是的，就是打完百白破以后，你家是多大打的百白破啊？我们是四个月五个月六个月分别打了三针。,3
LZL47963,1.22872E+11,我女儿有一阵也这样她记不住冰箱，我就把她零食放冰箱里，每次拿都告诉她。别的家电也是这样，让她把脏衣服扔洗衣机，做饭摁电饭锅，拽开微波炉，一开始要辅助她教教就会了。不过我家是断食后进步很快专注力好了很多，,0
LZL48011,1.22876E+11,你孩子不是小吗？咋都初中了？,0
LZL48023,1.22877E+11,不管自闭不自闭 情况肯定不容乐观,0
LZL48024,1.22877E+11,很不错。小孩多大了请问,0
LZL48029,1.22878E+11,你了解他家情况？,0
LZL48048,1.22879E+11,如果操作有什么问题可以再评论~????而且需要坚持一段时间噢！加油！,0
LZL48061,1.22881E+11,两个月前医生说疑似的时候我就想机构了，都联系好了，在去之前我再次去问问医生的意思，他说先不要去，如果不是，去了不好，就这样我才苦苦等了两个月，没想到又测不成功。,0
LZL48089,1.22882E+11,只能干预,0
LZL48147,1.22891E+11,顶,0
LZL48184,1.22897E+11,谢谢您的仗义直言,0
LZL48213,1.22899E+11,我家也是突然懂的，也不知道怎么回事，之前也是不应名，眼神少,0
LZL48216,1.22899E+11,是的，我们在家干预俩月了，也越来越觉得孩子不是自闭症，但是半月前去郑州省妇幼做的测试，她们还是说我女儿有问题。测得语言只有11个月，**你见过十一个月的孩子说四个字的吗？一岁两个月串珠子吗？,0
LZL48338,1.22916E+11,你如果自己没有遇见问题请不要瞎说你的理论,0
LZL48369,1.2292E+11,听他们说哈西那边有个人开的个训 一对一的 我在了解下 谢咯,0
LZL48409,1.22922E+11,真的有时候晚上半夜就在这搜索资料，考虑最坏的结果！整个人都发呆一两个小时,0
LZL48433,1.22922E+11,但我又担心，没有幼儿园收下！现在老师也没劝退，我又想让她和其他小朋友玩！家里没小朋友一起玩,0
LZL48438,1.22922E+11,跟园长商量保留学籍啊。小小班算什么。,0
LZL48445,1.22923E+11,但是我乐的时候光看表情可以,0
LZL48452,1.22923E+11,嗯，今天再次和医生聊了，他说测评没做成功，但是建议先机构介入，等认知上去了再测评，这期间只能自费康复。,0
LZL48465,1.22925E+11,每天上午3节课，下午不上,0
LZL48514,1.22929E+11,是啊 小时怎么样 有经过训练吗,0
LZL48553,1.22932E+11,他玩玩具的时候不应做过多介入，你可以拿玩具在他边上玩你的。看不看是他的事。,0
LZL48555,1.22932E+11,没有这两个医生啊,0
LZL48570,1.22934E+11,所谓火星语，其实是他不会说，但是他想表达.沟通欲望很强，但是不会说。之前教他说放屁的pi，他说成了bi，还望着我们笑。没学会一个新发音，自己就新奇地望着我们笑。,0
LZL48590,1.22934E+11,回复 sunly39 好的，他在外面应名名字比在家里好很多，可能在家我和孩子奶奶见他自己玩就会喊他，一遍一遍喊，然后喊不动也会喊，经常跟叫魂一样喊很多次，然后喊不动也不会采取什么措施,0
LZL48605,1.22935E+11,如果前后没有特别事情变化的话，可能是感觉寻求的行为。看看孩子上课时候是不是无聊了，或者听不懂感到无趣。可以通过布置任务或者增加常规来减少行为。,0
LZL48619,1.22936E+11,那要看看老师能不能及时处理孩子的不恰当行为。能力逐渐提升，可能对课堂要求就会越来越高，例如：活动变化要多，难度要恰当，常规建立要好等等。,0
LZL48621,1.22936E+11,语言能力需要理解提升上来，会说的话才会多，发音才会慢慢变准。可以从日常的旁白当中加强。,0
LZL48642,1.22939E+11,能主动留意身边的人能排除自闭吗？,0
LZL48666,1.22943E+11,不是自愈的，是一步一步教的,0
LZL48693,1.22945E+11,楼下有些简单的方法,0
LZL48755,1.22951E+11,说明没傻透,0
LZL48757,1.22952E+11,如果孩子没有太多问题，比如打人自残，跟父母不亲近，我建议你可以早教下，要送去之前跟孩子沟通下，我以前少跟他沟通以为他不懂，其实不是的，你去哪里或做什么跟他都说说，他就会慢慢懂一些，有些小孩就是发育晚，三岁前不要定义，但也要小心观察，不可太乐观。,0
LZL48760,1.22952E+11,幼儿园说话这个你可以试着跟她说睡觉前后不要说话，应该会听，我孩子睡觉时跟她说不能说话就不说了或者小声嘀咕,0
LZL48775,1.22954E+11,嗯。我儿子发育迟缓，康复一年恢复还可以！所以需要坚持！会看到阳光的！,3
LZL48866,1.22964E+11,他的意思是说叫你去餐饮端茶送水，顺便学学竹制点，制作牙签，笛子、赚点零花钱！,0
LZL48868,1.22964E+11,不说话不爱理人  喜欢自己玩 4岁干预过两个月 他不适应机构生活  之后都是家庭干预,0
LZL48905,1.22968E+11,医生叫我去做脑部核磁共振  预约到下周一  心里忐忑,0
LZL48913,1.22969E+11,我觉得是孩子有情绪但是表达不出来，才通过这种动作发泄出来，是表达情绪的一种方式吧！我家只有在激动的时候甩，无聊的时候不会,0
LZL48939,1.22971E+11,树这样教，我们走到树那里喝口水，走到树那里休息一下，把拖把挂到树上，书包在树那里去拿过来。,0
LZL48968,1.22973E+11,孩子都是正常孩子，好好教就行了,0
LZL48986,1.22975E+11,如果你非要找一件事来否定。可以举个例子，假如一个3周的孩子，能独自和同龄人玩一个游戏，有邀请、有接受、有共同关注、有讨论、有规则、有轮流、有跟随、有主导，持续玩5分钟没问题，那么这个孩子就不太可能是自闭症。,0
LZL48989,1.22975E+11,他现在多大？干预的效果如何？,0
LZL48997,1.22976E+11,你想的太多了！因为不懂所以才要教！教了就会了，而且要多教多说，因为我们的孩子肯定有学习障碍比如他喜欢的他会学的快，不喜欢的学的慢！因为他不关注人，所以我们才要多教，这样让他对人有兴趣了，才会提高学习能力，提高认知，听懂指令！,0
LZL49001,1.22976E+11,我的微信号是wansu0726,0
LZL49007,1.22976E+11,看到着，我儿子现在2周岁，和同龄小孩玩，别人抢他东西，就没反应，或者露出委屈的眼神，我该怎么帮他？目前诊断为轻度自闭，原来都不知道被抢东西没反应也要干预,0
LZL49044,1.2298E+11,你自己孩子是，但你不能逼人家的孩子也是自闭啊！,0
LZL49049,1.2298E+11,742132001,4
LZL49051,1.22981E+11,没去机构吗？贴吧里面好多方法，,0
LZL49056,1.22981E+11,也是27个月 8月5号的生日,0
LZL49062,1.22982E+11,顶,0
LZL49069,1.22983E+11,现在爱看，最爱汪汪队,0
LZL49143,1.22994E+11,我都忘记有验证了。是不是我叫什么名字这个问题，是的话答案是马菲菲,0
LZL49145,1.22994E+11,现在宝宝怎样了？又去机构干预吗,0
LZL49156,1.22995E+11,是的，我们加油，不过生之前查下孩子和我们染色体，如果没问题，就是概率问题，如果有问题，可以尝试三代试管，把好的基因植入母体！,0
LZL49177,1.22996E+11,在家自己教？,0
LZL49197,1.22998E+11,那就是没问题了 有段时间孩子你我不分很正常,0
LZL49236,1.23001E+11,你信医生还是信网友？,0
LZL49266,1.23003E+11,唉，我的现在一岁八，已经手把手教他去扔垃圾好多遍了，我觉得他是不想做应该不是不会，都不知道如何下手了。,0
LZL49268,1.23003E+11,老师，有个问题一直困扰我，干预是不是不要让孩子一个人自己呆着和玩，要一直陪着她。因为我平时要上班，只有晚上和周末有时间，我的做法是我只要在家就一直陪着他，他玩玩具我就想办法加入，或者在他玩的时候在旁边解说；到外面就让他自己玩，在旁边关注他，需要我的时候再干涉一下,0
LZL49285,1.23004E+11,家长您好，孩子平时的表达，除了提要求之外，有没有其他情景可以仿说两个字的词或短语？生活中可以对孩子比较容易发出的音进行记录，通过孩子比较擅长发的音去扩展孩子语言表达长度。,0
LZL49288,1.23004E+11,家长您好！家庭干预要做的有这么几点。第一就是把机构中孩子已经掌握的技能进行泛化;第二，家长要跟孩子建立足够好的配合度;第三，我们建议家庭干预更生活化一些，因为在家中家长和孩子在一起的时间比较多，可以去更多的去抓孩子自然的动机，设定更自然的情景去进行干预。,0
LZL49301,1.23006E+11,就是搞不明白他为什么老去踩别人   老师老找我  愁死了,0
LZL49369,1.23014E+11,不是,0
LZL49371,1.23014E+11,"最好不要。羊奶比牛奶好因为羊奶里的酪蛋白含量比牛奶少得多。豆奶本身没有什么不好但是比较担心的是转基因（不代表我认为转基因大豆有害，只是有自闭倾向的小宝宝可能会敏感）如果一定要找替代的“奶”,椰奶米奶可能会安全点。但是它们不能并不能提供牛奶羊奶豆奶所提供的大量的钙。所以还要找钙源",3
LZL49378,1.23015E+11,正常孩子长大都会有小脾气，正常孩子和自闭现象的孩子发脾气的时间和方式完全不同。如果孩子几乎没有脾气－发育迟缓。如果孩子经常情绪崩溃，即便满足他的要求或和安抚也不能让孩子控制情绪－自闭倾向。如果孩子耍脾气耍赖，还拿小眼神观察家长－机灵的小孩。,0
LZL49410,1.23018E+11,医院是排除的，但是我自己感觉他还是不对劲，和同龄人差距很大。,0
LZL49524,1.23028E+11,一定要让他哭闹表达无效,0
LZL49576,1.2303E+11,没什么，他说我秀下限，不懂的事情不要发言。不知是否他也认为观音大士是个姑娘托生的。他删了我就不较真了。,0
LZL49582,1.23031E+11,你懂行了吧！,0
LZL49676,1.23039E+11,头像是女的，但是不知道是不是本人真实头像。,0
LZL49707,1.23041E+11,不会说话 不指认 不听指挥 只听自己想听的 经常以哭闹达到目的,0
LZL49757,1.23046E+11,生活还要继续，别灰心,0
LZL49784,1.23047E+11,老师我的微信号13399530770,0
LZL49857,1.23055E+11,老师，那种干海苔一片一片撒点盐就是包装成一盒盒的可以吃嘛,0
LZL49864,1.23057E+11,我家会是孤独症吗？,0
LZL49877,1.23058E+11,发给你啦,0
LZL49898,1.2306E+11,比如8岁的水，可以需求10岁的水，甚至有很多11的大水。我发现你太片面，你是医生还是机构领导？,0
LZL49923,1.23063E+11,机构上课效果很明显是吧，我看省妇幼能排上课，排不上我就送到外边机构去了,0
LZL49959,1.23067E+11,是qq群吗,0
LZL49975,1.2307E+11,好，我们家这个肯定是，哎,0
LZL49981,1.2307E+11,女孩严重的多吧.我家就是女孩，唉,0
LZL50006,1.23072E+11,想问楼主在机构干预的吗 是一对一吗,0
LZL50066,1.23077E+11,谢谢，刚才还在看你的帖子，,0
LZL50087,1.2308E+11,现在家，没有送去机构，没有能力,0
LZL50133,1.23084E+11,跟我家的一毛一样 我家的两岁零几天 从一岁左右开始看电视 一岁八九个月前每天都看很长时间 后面慢慢看的少了 现在彻底断掉 他现在眼神交流少 不跟小朋友一起玩 认知超差 特别依赖我出去玩也是一会就回头看看我 胆子小容易吓到 我也在纠结是不是电视的原因 还是真的自闭症,3
LZL50136,1.23084E+11,一岁半还很小，有问题可以贴吧私信我，知无不言。,0
LZL50207,1.23087E+11,V18029559695,2
LZL50208,1.23087E+11,笑了，连我说的都没看懂，还比喻,0
LZL50226,1.23088E+11,主食可以吃米饭 面条 汉堡 玉米,0
LZL50240,1.23089E+11,我们现在也是 爸爸妈妈的发音都是无意识的 你们去机构是上哪些课 还有就是强度怎么样 我们预约了省妇幼的康复治疗 他们说一疗程28天 每天上8个小时 也就是全天候干预了 不知道一开始就这种强度好不好,0
LZL50252,1.23089E+11,那你觉得全天的好吗 我们家倒是意见统一 只要对孩子好的什么困难都愿意克服 而且我现在二胎两个多月 要去就全家都过去了,0
LZL50273,1.2309E+11,的确是！ 不是的基本都不会再进来，， 只有刚发现的才会感觉世界崩塌了！ 每个人都是这样一步一步走过来的！,0
LZL50334,1.23095E+11,但愿吧。家里人都说我有病。她爹更是觉得她闺女一点事都没有。我娘家人更是可笑，孩子刚发现那会说是语迟。成天的跟我说谁谁家的孩子4，5岁才会说话。现在孩子会说话了。又改成是不是智商低啊。,0
LZL50356,1.23096E+11,嗯嗯，我觉得孩子每天都在进步，只是偶尔叫他他不搭理我的时候我又变得很暴躁，好像我所有的努力都是白费了一样，也许我们的孩子只是起步晚了那么一点点,0
LZL50360,1.23096E+11,  我是过敏性皮肤，或许孩子遗传自我的体质。我也不知道现在是不是存在自闭现象，他可以和小朋友玩  交换玩具也会微笑   但是有时候她的玩具坏掉了或者掉进水盆，他不会寻求帮助   而我就在他身边   现在不会叫妈妈   但是拿食物逗她问妈妈在哪里她会指我,0
LZL50364,1.23097E+11,是的！现在就还是不爱说话！只会简单的抱，开门，狗狗，有一天从外面回来看到桌上有切好的水果，说了一句，我要吃果果！其他时候就是动作！今天早上家人说，快点，你妈妈出去玩了！他一急，连忙追我，还连喊了两声：妈妈，妈妈！这些都是好情况吧？平时指着书教他读，他基本不跟学的,0
LZL50411,1.23102E+11,老师说他有玩的,0
LZL50436,1.23104E+11,我家二宝也是电子产品害的，为了省心2岁前有三个月左右基本上看动画片，没怎么停过，2岁后发现问题的严重性，现在停了三个月了进步也挻大的，一起加油楼主,3
LZL50462,1.23106E+11,我家也不会主动提问啊，不过这些我也不着急，只能慢慢来，现在就是想着他能先说句子。,0
LZL50516,1.23111E+11,嗯嗯 书我也买回来了 今天开始看,0
LZL50546,1.23115E+11,他不是不会说三岁多的时候问什么回答什么，只是不喜欢和其他人沟通，后来慢慢的喊都不答应了，话也不说了,0
LZL50550,1.23115E+11,确实是发现晚了 三岁多应该能发现社交有问题 4岁之前会出现倒退,0
LZL50551,1.23115E+11,只要住院都是28天一个疗程的,0
LZL50598,1.23118E+11,你好，我想加入,0
LZL50671,1.23123E+11,你家多大了？,0
LZL50701,1.23124E+11,两岁以下的宝宝不能用。两岁以上且自闭现象严重的宝宝可以考虑用维生素B12/叶酸补剂促进神经发育。B12对一小部分人有副作用，如果看到不良反应立即停用。亚马逊（中国）上有儿童用B12和DHA补剂在卖。我另一个帖子里给网友找过,3
LZL50702,1.23124E+11,一种免疫测试。测定儿童（成人也可以）对某些食物不耐受的可能性。如果您在怀孕初期（一个半月以内宝宝胚胎发育初期）发现风疹抗体阳性那有可能对宝宝有影响。如果两个月以后才出现的基本上不会影响。,0
LZL50723,1.23127E+11,语言现在什么都会说呀 第一次2.2岁 现在2.8岁 半年了,0
LZL50785,1.23129E+11,没有小孩子会一直盯着陌生人看的。,0
LZL50802,1.23129E+11,我家男孩,0
LZL50836,1.23132E+11,比以前好太多。但是还是有点飘。感觉她上心的她就看，不上心的不看。还有虽然眼睛没看，但是耳朵在听，脑子在想得感觉。,0
LZL50869,1.23133E+11,不是我打击你，自闭真不是单一饮食影响那么简单，我儿子两岁时候查处奶粉超10倍不耐受，鸡蛋和奶粉两倍，然后就开始禁食，头一个月进步太明显，一度让我以为孩子只是奶粉造成的感统失调而已，可是慢慢发现社交障碍没有质的改变，只是眼神变好了,0
LZL50931,1.23135E+11,测评不是她测是他一个团队的其他医生，类似助理之类的吧，反正我觉得那个测评结果不准，而且随着孩子自身成长，变化很大。还有认识一个莱西的两岁小孩，匡说基本是自闭症，后来半年孩子进步很大，找了郭岩庆两次都没确诊，程度很边缘。,0
LZL50949,1.23135E+11,自理能力差，不做饭洗衣服，很多事让父母去做，社恐,0
LZL50981,1.23137E+11,人生精彩还是灰暗自己选，你多生几个孩子以后可能兄弟姐妹还能照顾照顾，你们的年龄差决定你能照顾他们多大，自闭症有几个能正常工作的，六岁以后脑部发育基本完成，再干预就是竹篮打水！进步不会太大！,3
LZL51064,1.23141E+11,亲，你家孩子什么时候去邹的？都称他邹神，那位是他徒弟？是邓红珠吗？,0
LZL51103,1.23145E+11,还小，一般三岁之前不确诊,0
LZL51203,1.23153E+11,国外3岁之前这样的孩子非常非常多，但是到了小学，基本上都是正常孩子。这些孩子当然当中是有存在一些行为问题，如注意力不集中等。但是大多数都能坐住，能跟随。哪有那么多优秀的孩子。只要孩子能融入社会，家长就满足了,0
LZL51263,1.23157E+11,你是怎么做到的,0
LZL51348,1.23163E+11,如果禁食有效果可以试试去找许鹏飞,1
LZL51420,1.23166E+11,不喜欢跟小孩玩。看见小孩拿着感兴趣的玩具就去抢。抢不到就拉你的手去抢,0
LZL51421,1.23166E+11,很喜欢跳舞。会跟着广场舞阿姨们跳舞。模仿的很像,0
LZL51538,1.23176E+11,请问你们做干预，机构训练了吗,0
LZL51555,1.23177E+11,谢谢，他火星语很多,0
LZL51581,1.23177E+11,可以在幼儿园，让老师引导他,0
LZL51633,1.23178E+11,我家的现在让我很头疼，我说叫爸爸，他也说叫爸爸，因为我一个朋友的孩子就这样，他孩子9岁了，是自闭症，所以很害怕。,0
LZL51697,1.23182E+11,明白人，我最近也发觉这些问题，就是重金属还没去查，层主如何排除重金属的？,0
LZL51727,1.23182E+11,倾向,0
LZL51765,1.23188E+11,在北京 是爱助星空孤独症干预中心，我们有权威专家团队做科研，有专业团队老师，您可以联系我13567150383,1
LZL51780,1.23189E+11,先要找到他的兴趣点,0
LZL51800,1.23191E+11,我也准备给他停了去幼儿园的时间，专心在家带他，每天去医院上半天一对一康复，另外半天我陪他出去玩在家玩各种玩,0
LZL51827,1.23194E+11,我就想知道你这方法已经治好了多少自闭症孩子了呢,0
LZL51900,1.23199E+11,好的,0
LZL51912,1.23201E+11,不知是不是这类孩子的通病，我儿子也是肢体不协调，不喜欢运动。3岁的时候别的小孩都能蹦跳得很好了，我儿子还不会跳跃。我是一直坚持带他做各项运动，家里买了很多辅助器材，每天1小时左右的训练时间。他也是真的懒，不愿运动，那就想方设法引导吧，形成了习惯，虽然还是不大积极，但也愿意做的。,0
LZL51915,1.23201E+11,现在和同龄人比 就是社交弱点，语言不如人家丰富对吧？,0
LZL51949,1.23205E+11,还好看了贴吧，我经济条件不是很好，但是为了孩子也是很舍得的，如果没看大家的评论，没准明天就买了,0
LZL51955,1.23205E+11,我家也是超爱看灯 真的不知道该怎么办了 孩子看灯的时候死活都不看我 让他做什么他也边做边盯着灯看,0
LZL51970,1.23207E+11,之前没出语言的时候，基本上就是正常孩子，但是放在孩子堆里，就能看出差距。于是就看了郭延庆，看了3次，最后语言出来了才给的倾向。,0
LZL51989,1.23209E+11,我们去北京儿童医院说也是典型可是来到这却没有说,0
LZL52002,1.23211E+11,我孩子三岁了，去医院医生也说是自闭症，用了很多方法花了很多钱都没有用！后面经朋友介绍去了南宁市朝阳钻石广场16楼幸福家庭康复融合园一个月，改善好多。会说话交流了。非常高兴。,1
LZL52003,1.23212E+11,我家宝宝也是自闭症儿童，现目前在南宁幸福家庭康复机构接受治疗，效果很好，继续坚持，选对地方没让我走弯路，真的很感谢机构让我遇见你。,1
LZL52184,1.23232E+11,我孩子现在两岁半了。一岁多开始也老是看平板 我就玩玩手机 直到一个多月前带去医院 说发育障碍了语言相当于一岁左右的孩子 认知也不是很好 才把平板藏起来了 我也是教的少管自己多 哎...然后要干预了 送去机构康复中,0
LZL52209,1.23234E+11,社交是自闭症的核心障碍，只要社交没问题，你闺女应该就不是。我儿子社交很弱，所以我还是要一直加油努力,0
LZL52266,1.2324E+11,可以的,0
LZL52289,1.23242E+11,现在个别地区的残联和企业免费给自闭症孩子发了,0
LZL52305,1.23245E+11,顶,0
LZL52309,1.23245E+11,这语言不行的。你孩子应该是高功,0
LZL52320,1.23246E+11,不对！我说的都是好的地方！不好的问题一箩筐！不会问这是什么？对陌生人不够关注！,0
LZL52355,1.23251E+11,我是特教老师，可以稍微给些建议，还有网上可以搜到日本积木会的一本教材，主要针对家长，如果找不到可以留言给我，我发给你。希望能尽自己所能为小朋友做一些事情。放心吧，不是骗子，也不收钱。,1
LZL52384,1.23253E+11,当初我孩子就拍人家后背，我就知道不妙。正常孩子会有亲疏概念。,0
LZL52492,1.23263E+11,嗯 是男孩 想知道正常孩子如果去机构会不会被教傻？,0
LZL52524,1.23267E+11,没有诶,0
LZL52560,1.23268E+11,睡觉了！贴吧真的不适合经常来！不来看看还有心事……神经衰弱了……,0
LZL52577,1.23272E+11,每个孩子的特点都不太一样，看孩子现在发展到什么阶段了。不同的阶段，会有不同的培训方法。,0
LZL52582,1.23272E+11,这真是胡扯的没谱，能借东西的自闭症孩子比比皆是,0
LZL52641,1.23282E+11,回复 贴吧用户_5V4QtM2 晚上睡不着,0
LZL52655,1.23285E+11,说下你联系方式,0
LZL52682,1.2329E+11,聊什么来？,0
LZL52699,1.2329E+11,你家应该还不错 我就怕明年上幼儿园被退 我最近想这些事 想的头痛 压力太大,0
LZL52703,1.23291E+11,可能是命 希望越来越好,0
LZL52736,1.23296E+11,很多人出现自闭症的症状都是过早接触电子产品太多，不信以后你也可以让你的孩子这样,0
LZL52767,1.23299E+11,听不懂大人说话不听指令乱扔东西，一刻闲不住不停的跑来跑去,0
LZL52783,1.23301E+11,及早干预还是有上学的可能的,0
LZL52819,1.23302E+11,宝宝每天都有进步，,0
LZL52834,1.23306E+11,老师说他这么快出语言，主要可能两大原因，他一岁多时无意识说过爸爸妈妈等等叠字语言，还有个原因可能是我天天家里给他拉平板车甩十几分钟，刺激了他前庭。我好想教他再更多的感统训练，可学校是封闭式，老师也从不发视频给我们家长看，我真不知道该如何下手，如何训练,0
LZL52849,1.23307E+11,现在认为挺好，但眼神交流少点，比刚去的时候好了很多，脾气也好多了。进步很大,0
LZL52884,1.23315E+11,我也是天天想把他带走，真的没有勇气继续,0
LZL53020,1.23335E+11,你可以客观，但是生活环境是主观的,0
LZL53066,1.23339E+11,我家是语言障碍，社交没问题。,0
LZL53092,1.23344E+11,另外，我说的认知是对于世界规律的掌握，不是传统意义上知道几个颜色形状。很多孩子看起来认知不错，评估分数也很高，实际上是灌输出来的，这种认知才是没有地基的空中楼阁。,0
LZL53134,1.23352E+11,我家孩子也这样，我可以加你微信吗？,0
LZL53235,1.23367E+11,自闭症,0
LZL53241,1.23368E+11,我们是伤心的人，不是傻子！海灵格的观点，用于企业的可操作性大点，用于人，尤其是孩子，基本不可能！海灵格这个自称治好了同性恋的疯子，不适合我们的孩子。,0
LZL53244,1.23368E+11,你的心伤我来治！只要你还爱孩子，希望他成长为健康快乐幸福的孩子！按照你的要求和标准治疗！我遵守承诺！,1
LZL53276,1.23372E+11,因为孩子能力情况不明，无法给出准确建议。,0
LZL53314,1.23375E+11,继续,0
LZL53360,1.23382E+11,和性格相似的比较少打架些，跟性格相差多些就打得多，对方也一样,0
LZL53392,1.23386E+11,我家早教会跟老师做动作跳舞，做游戏。不过我们1岁半就开始上了。早教需要适应过程。,0
LZL53433,1.23394E+11,手机当然是不能给看了，陪他玩起来，让他信任你，依恋你,0
LZL53508,1.23406E+11,我的微信号，18379140258，麻烦加下,2
LZL53522,1.23407E+11,我姐家宝贝三岁了，只会叫爸爸妈妈，我这姨看着很是着急啊！后面经朋友介绍去了南宁市朝阳钻石广场幸福家庭做了两个月康复改善好多，会主动叫啊姨好了。,1
LZL53528,1.23407E+11,不要误导家长耽误了小孩，你列的几项多动症的都有，多动症也要去感统训练。,0
LZL53537,1.23407E+11,社交障碍和刻板行为，只要有一个满足就是谱系。两个都满足就是典型的。,0
LZL53545,1.23407E+11,那你只能问老郭了，老郭诊断了很多孩子也排除了自闭。评语就是～nt，但很自我。,0
LZL53565,1.2341E+11,好的，谢谢！！,0
LZL53580,1.23412E+11,说话怎么样，能对话吗，会问问题吗，会问为什么吗,0
LZL53604,1.23414E+11,在四川 目前在深度陪伴 家庭干预,0
LZL53630,1.23419E+11,怎么判断的？,0
LZL53634,1.23421E+11,除了不会站有别的症状吗？,0
LZL53670,1.2343E+11,比之前好多了 在幼儿园可以和其他小朋友玩了。和老师也有交流了。 在家也能互动,0
LZL53685,1.23434E+11,嗯是的一直在做，现在是整天上课。谢谢楼主提醒，这个跟其他小孩子差距还是可以看出来的，也不能逃避。现在是密集干预，一天六个小时，干预到明年上幼儿园之前再看看。,0
